Company,brand_name,key ingredients,key benefits,rating,number of rating
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
SBL Causticum Dilution 200 CH,SBL Pvt Ltd,NA,"['Effective in managing concerns associated with liver', 'Maintains blood pressure levels and concerns associated with sinusitis', 'Eases feelings of nervousness and sadness', 'Manages dry throat and cough with white lumps']",4.5,595 Ratings
Dr. Reckeweg Caladium Seg Dilution 1000 CH,Dr Reckeweg & Co,NA,"['Relieves swelling and itching', 'Useful for stomach and lung disorders', 'Alleviates headaches, nausea and exhaustion', 'Relieves oppression and congestion in the chest']",4.1,354 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
SBL Mercurius Solubilis Dilution 30 CH,SBL Pvt Ltd,NA,"['Reduces sweating and nosebleeds', 'Alleviates bed heat in cold, damp weather', 'Manages hair loss and oily scalp', 'Relieves inflammation and scalp burning']",4.6,548 Ratings
SBL Kali Muriaticum Biochemic Tablet 6X,SBL Pvt Ltd,NA,"['Reduces dandruff', 'Relieves sinusitis headaches', 'Clears acne and nourishes skin']",4.6,367 Ratings
SBL Natrum Muriaticum Biochemic Tablet 6X,SBL Pvt Ltd,NA,"['Manages sun stroke and headache', 'Relieves eye strain', 'Manages constipation']",4.6,340 Ratings
SBL Hypericum Perforatum Dilution 200 CH,SBL Pvt Ltd,NA,"['Relieves headaches and nervousness', 'Useful for hyperhidrosis', 'Eases joint and nerve pain', 'Beneficial for nerve injuries']",4.7,527 Ratings
Medisynth Diabekoll Non-Sugar Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Regulates blood sugar levels', 'Improves energy levels', 'Relieves general debility', 'Comes in a non-sugar syrup base']",4.4,117 Ratings
Wheezal Mixture Syrup,Wheezal Homeo Pharma,NA,"['Helps reduces violent bouts of a cough', 'Expectorant and helps in evacuating phlegm', 'Helps in facilitating recovery from cough and wheezes', 'Helps in relieving chest congestion']",4.7,237 Ratings
ADEL 6 Apo-Strum Drop,Adel Pekana Germany,NA,"['Supports intestinal metabolism and regulates heart function damaged by a toxic thyroid condition', 'Acts as a catalyst in the metabolism of carbohydrates, proteins and fats', 'Stimulates liver function, promotes excretion via the kidneys', 'Addresses heart and circulatory system problems']",4.5,138 Ratings
Dr Willmar Schwabe India Arnica Montana Mother Tincture Q,Dr Willmar Schwabe India Pvt Ltd,NA,"['Increases the metabolic rate and speed up the fat-burning process', 'Combats high blood pressure', 'Helps soothe irritated skin and prevent acne formation']",4.6,375 Ratings
Bakson's Homeopathy Kof Aid Tablet,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Helps manage common cold and flu-like symptoms', 'Provides relief from respiratory conditions', 'Effective in managing cough']",4.4,109 Ratings
SBL Drops No. 3 (For UTI),SBL Pvt Ltd,NA,"['Provides relief from burning, itching and frequent urination', 'Maintains kidney health', 'Manages concerns causing pain in kidneys radiating to the bladder']",4.6,251 Ratings
SBL Ocimum Sanctum Mother Tincture Q,SBL Pvt Ltd,NA,"['Useful in the treatment of renal colic', 'Contains anti-inflammatory and antioxidant properties', 'Helpful in the evacuation of bowel in constipated patients']",4.6,251 Ratings
Dr. Reckeweg Bryonia Alba Dilution 200 CH,Dr Reckeweg & Co,NA,"['It is primarily used for the treatment of influenza, coryza, arthritis and rheumatism', 'It relieves symptoms of flu such as constant sneezing and cold', 'Helpful in treating issues related to the respiratory system such as dry cough, asthma and difficulty breathing']",4.7,465 Ratings
Dr Willmar Schwabe India Topi Thuja Cream,Dr Willmar Schwabe India Pvt Ltd,NA,"['Natural antibacterial and antifungal properties', 'Effective against managing warts', 'Complementary remedy with oral medications for wart control']",4.3,317 Ratings
SBL Apis Mellifica Dilution 30 CH,SBL Pvt Ltd,NA,"['Relieves various eye-related discomforts', 'Addresses sharp eye pain and corneal issues', 'Alleviates oral and throat inflammation and pain', 'Helps reduce puffiness in the body and face']",4.6,471 Ratings
Dr. Reckeweg R53 Acne Vulgaris And Pimples Drop,Dr Reckeweg & Co,NA,"['It helps in reducing acne breakouts', 'It reduces redness and inflammation', 'It aids in the treatment of eczema']",4.2,107 Ratings
SBL Natrum Phosphoricum Biochemic Tablet 6X,SBL Pvt Ltd,NA,"['Manages concerns associated with digestion', 'Eases diverse symptoms including nausea, heartburn, and dizziness', 'Supports holistic well-being with applications for both physical and sensory concerns']",4.6,386 Ratings
Dr Willmar Schwabe India Munostim Globules,Dr Willmar Schwabe India Pvt Ltd,NA,"['It is a homeopathy solution and is safe for consumption', 'Protects the body against virus attacks', 'Rich in anti-bacterial properties', 'Improves immunity']",4.6,242 Ratings
Dr. Reckeweg Aconitum Napellus Dilution 200 CH,Dr Reckeweg & Co,NA,"['Helps in relieving heaviness and burning headache', 'Useful in fighting physical and mental exhaustion', 'Reduces inflammation and irritation in the eyes']",4.7,577 Ratings
SBL Calcarea Fluorica Biochemic Tablet 12X,SBL Pvt Ltd,NA,"['It helps manage varicose veins and other skin disorders', 'It relieves symptoms linked with joint pain and discomfort', 'It is also helpful in reducing the inflammation of thyroid glands', 'It is helpful in the reduction of dental cavities and bleeding gums']",4.5,1452 Ratings
Dr Willmar Schwabe Germany Damiaplant Drop,Dr Willmar Schwabe India Pvt Ltd,NA,"['Helps to overcome weakness', 'Aids in increasing energy levels', 'Supports overall health and well-being']",4.1,180 Ratings
Dr. Reckeweg R64 Albuminuria Drop,Dr Reckeweg & Co,NA,"['Helps in the management of urinary infections', 'Reduces renal inflammation', 'Aids in relieving backache']",4.5,153 Ratings
Dr. Reckeweg Carduus Mar Mother Tincture Q,Dr Reckeweg & Co,NA,"['Manages liver disorders', 'Encourages healthy bile flow', 'Reduces the risk of gallstone formation', 'Relieves fatigue and boosts energy']",4.6,103 Ratings
ADEL 3 Apo-Hepat Drop,Adel Pekana Germany,NA,"['Promotes stomach secretion and excretion of urea', 'Eliminates both the physical and psychological basis for this craving', 'Reduces liver portal blockages that commonly exist in chronically ill patients', 'Provides a vital stimulus that aids in the excretion of liver toxins']",4.6,150 Ratings
ADEL 25 Somcupin Drop,Adel Pekana Germany,NA,"['An effective formulation for insomnia and disturbed sleep', 'Helps to reduce restlessness', 'It also helps with nervous exhaustion', 'It also helps to relax the mind']",4.2,233 Ratings
Bakson's Homeopathy AC#9 Tablet,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['Provides holistic remedy for hairfall and thinning hair', 'Acid phosphoricum greying post-fluid imbalances', 'Lycopodium clavatum strengthens hair against concerns associated with premature baldness', 'Arnica montana stimulates hair growth and counters baldness']",4.1,59 Ratings
SBL Drops No. 7 (For Sinusitis),SBL Pvt Ltd,NA,"['Helps with sinusitis', 'Manages allergies such as allergic rhinitis and asthma linked to sinusitis', 'Helps deal with recurrent ear infections']",4.4,186 Ratings
Dr. Reckeweg Baryta Carb Dilution 30 CH,Dr Reckeweg & Co,NA,"['Helps enhance memory', 'Helps with tonsillitis and associated symptoms', 'Helps manage the tendency to talk and twitch during sleep']",4.5,203 Ratings
Dr Willmar Schwabe India Topi Berberis Aquifolium Cream,Dr Willmar Schwabe India Pvt Ltd,NA,"['Helps prevent itching due to eczema', 'Helps prevent skin infections', 'Helpful for dealing with acne', 'Helps with rough and dry skin']",4.4,217 Ratings
Dr. Reckeweg Wiesbaden Dilution 30 CH,Dr Reckeweg & Co,NA,"['Effective solution for hair problems', 'Reduces hair fall', 'Promotes hair growth', 'Strengthens hair follicles']",4.3,323 Ratings
SBL Sleeptite Tablet,SBL Pvt Ltd,NA,"['Helps to reduce difficulty in falling asleep due to anxiety & restlessness', 'May help in improving sleeping habits and treating underlying causes']",4.1,165 Ratings
SBL Aesculus Ointment,SBL Pvt Ltd,NA,"['Helps with haemorrhoids', 'Relieves itchiness', 'Aids in managing bleeding']",4.5,236 Ratings
SBL Histaminum Dilution 30 CH,SBL Pvt Ltd,NA,"['Useful for various skin issues', 'Alleviates gastric pain', 'Effective for hay fever and nasal congestion', 'Provides relief from breathing problem, and bronchial asthma']",4.5,672 Ratings
SBL Scalptone Tablet,SBL Pvt Ltd,NA,"['Helps to counter hair loss', 'Helps to prevent dandruff, irritation, and redness of scalp', 'Provides relief in case of itching of scalp and eczema', 'Helps to nourish the hair follicles', 'Helps to prevent greying of hair', 'Beneficial in case of baldness, thinning and splitting of hair']",4.2,446 Ratings
SBL Aconitum Napellus Dilution 200 CH,SBL Pvt Ltd,NA,"['Manages concerns associated with physical and mental health', 'Provides relief from burning headaches, and inflammation in the eyes', 'Assists with digestive-related concerns and inflammatory fever']",4.6,789 Ratings
Dr. Reckeweg Vita-C 15 Sedative Nerve Tonic,Dr Reckeweg & Co,NA,"['It is a homeopathic sedative that helps manage anxiety, stress and sleep problems', 'It helps manage mood swings, irritability and symptoms of menopause in women', 'It increases zinc absorption in the body', 'It helps reduce fatigue, irritability, unclear thinking and inability to concentrate']",4.7,25 Ratings
SBL Calcarea Carbonica Dilution 200 CH,SBL Pvt Ltd,NA,"['Helpful in treating eczema in children', 'Useful in treating ulcers and blockage in the nose', 'Effective in reducing itching in the scalp']",4.6,500 Ratings
Boericke and Tafel Anti-Dandruff Shampoo,Dr Willmar Schwabe India Pvt Ltd,NA,"['Helps reduce dandruff and other scalp conditions', 'Cleanses the scalp thoroughly', 'Provides nourishment and protection to the hair']",4.2,303 Ratings
Allen A70 I.B.S.(Irritable Bowel Syndrome) Drop,Allen Homoeo & Herbal Products Ltd,NA,"['A natural solution', 'Has no side effects', 'GMP certified', 'Soothes bloated abdomen', 'Curtails diarrhoea', 'Helps with indigestion']",4.3,203 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Medisynth Jondila Sugar Free Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Improves digestion', 'Increases appetite', 'Effective in jaundice, gallstones and liver complications']",4.4,205 Ratings
Dr Willmar Schwabe India Rauwolfia Serpentina Tablet 1X,Dr Willmar Schwabe India Pvt Ltd,NA,"['Helps regulate blood pressure levels', 'Helps manage nervousness, restlessness and dizziness', 'Aids in relieving stress and anxiety', 'Helps manage menstrual pain']",4.6,163 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
SBL Petroleum Cream,SBL Pvt Ltd,NA,"['Relieves dryness and itching', 'Helps with eczema and psoriasis', 'Relieves cracking of soles and palm', 'Heals rough, cracked and leathery skin']",4.6,151 Ratings
Wheezal Jaborandi Hair Treatment Oil,Wheezal Homeo Pharma,NA,"['Helps to counter dandruff and prevents hair loss', 'Beneficial in case of greying of hair', 'Maintains healthy blood flow to the scalp', 'Helps to prevent the growth of split ends']",4.3,640 Ratings
Medisynth Jondila Forte Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Supports liver health', 'Helps to overcome debility', 'Improves digestion']",4.5,129 Ratings
Dr. Reckeweg R57 Pulmonary Tonic,Dr Reckeweg & Co,NA,"['It helps in detoxifying the liver', 'It helps in stimulating appetite', 'It reduces susceptibility to tuberculosis']",4.6,132 Ratings
Bakson B22 Sinus Drop,Bakson Drugs &  Pharmaceuticals Pvt. ltd.,NA,"['B22 drops help relieve symptoms such as frequent sneezing, and a stuffy nose', 'The B22 drops relieve thick/watery nasal discharge', 'Bakson B22 Drops help in relieving acute and chronic catarrh of the nose', 'The ideal dosage is 10 drops in lukewarm water three times a day']",4.4,190 Ratings
Dr Willmar Schwabe India Sabal Pentarkan Drop,Dr Willmar Schwabe India Pvt Ltd,NA,"['Helpful in relieving the problem of frequent micturition', 'Helpful in urinary tract infections', 'Relieves inflammation']",4.5,245 Ratings
SBL Natrum Muriaticum Dilution 30 CH,SBL Pvt Ltd,NA,"['Treats inflammation of the frontal sinuses and relieves congestive headache', 'Effective in the treatment of nausea, vomiting\xa0and\xa0diarrhoea', 'Helps in reducing labour pains and irregular menstrual periods with a sharp pain in the pelvic region', 'Relieves constrictions of the chest and heart and rapid pulse rate']",4.5,561 Ratings
Medisynth Diabekoll Non-Sugar Syrup,Medisynth Chemicals Pvt Ltd,NA,"['Regulates blood sugar levels', 'Improves energy levels', 'Relieves general debility', 'Comes in a non-sugar syrup base']",4.4,117 Ratings
SBL Hydrangea Arborescens Mother Tincture Q,SBL Pvt Ltd,NA,"['Effective for urinary disorder', 'Reduces the risk of calculus formation', 'Reduces the urge to urinate frequently', 'Relieves pain associated with renal calculus']",4.5,166 Ratings
ADEL 7 Apo-Tuss Drop,Adel Pekana Germany,NA,"['Regulates blood circulation and stimulates the digestive organs', 'Eliminates infectious irritations of the breathing passageways', 'Stimulates kidney function to provide faster excretion of toxins', 'Combats fever, headache and spasms that accompany bronchial infections, whooping cough and the flu']",4.7,132 Ratings
SBL Agnus Castus Dilution 30 CH,SBL Pvt Ltd,NA,"['A homeopathy solution that is safe for consumption', 'May curtail symptoms of anxiety and related issues', 'Keeps you energized and fit', 'Soothes arthritic and rheumatic pains', 'May help with sexual health']",4.3,421 Ratings
SBL Drops No. 5 (For Cervical Pain),SBL Pvt Ltd,NA,"['Relieves neck and shoulder pain', 'Effective for multiple symptoms', 'Relieves arm and finger numbness']",4.5,281 Ratings
Dr. Reckeweg Yohimbinum Mother Tincture Q,Dr Reckeweg & Co,NA,"['Promotes relaxation of blood vessels and manages blood pressure levels', 'Aids in managing healthy weight', 'Safe to use with no side effects, based on homoeopathic composition']",4.4,124 Ratings
SBL AT-Tabs Ant- Traumatic Tablet,SBL Pvt Ltd,NA,"['It can help to condition injury and accident trauma', 'It can help in the recovery of fractured bobes', 'It can help in fast recovery post-surgery']",4.6,247 Ratings
Dr Willmar Schwabe India Aesculus Pentarkan Drop,Dr Willmar Schwabe India Pvt Ltd,NA,"['Manages piles and varicose veins', 'Helps manage haemorrhoids', 'Eases constipation']",4.3,179 Ratings
ADEL 21 Proscenat Drop,Adel Pekana Germany,NA,"['Alleviates inability to empty bladder', 'It eases symptoms of enlarged prostate and supports PSA levels', 'Relieves male performance difficulties', 'Indicates symptoms of enlarged or ageing prostate']",4.5,162 Ratings
SBL Sulphur Ointment,SBL Pvt Ltd,NA,"['Helps with eczema', 'Helps prevent eruptions', 'Soothes inflammations']",4.3,236 Ratings
Dr. Reckeweg R19 Glandular Drops for Men,Dr Reckeweg & Co,NA,"['Helps in preventing endocrine diseases', 'May aid in supporting mental wellness', 'Manages blood pressure levels']",4.3,142 Ratings
SBL Sulphur Dilution 30 CH,SBL Pvt Ltd,NA,"['This dilution can help improve skin ailments', 'It soothes the skin and relieves dryness and itchiness', 'It is a homoeopathic medicine']",4.4,1197 Ratings
